WorkflowID,StaffRole,TaskName,TimeMinutes,Date,EPRPeriod,Year
W460029,Nurse,Documentation,7,2024-01-10,AfterEPR,2024
W155660,Admin,Discharge Summary,10,2023-10-20,AfterEPR,2023
W923522,Nurse,Documentation,7,2024-03-03,AfterEPR,2024
W132453,Admin,Updating Notes,3,2022-05-27,AfterEPR,2022
W985869,Nurse,Updating Notes,4,2018-08-01,BeforeEPR,2018
W862991,Nurse,Documentation,11,2020-09-12,BeforeEPR,2020
W840437,Doctor,Discharge Summary,16,2018-09-08,BeforeEPR,2018
W263765,Admin,Discharge Summary,11,2020-08-18,BeforeEPR,2020
W862732,Admin,Discharge Summary,10,2024-11-11,AfterEPR,2024
W312147,Doctor,Ordering Tests,4,2020-10-04,BeforeEPR,2020
W568864,Nurse,Ordering Tests,6,2019-05-04,BeforeEPR,2019
W775901,Doctor,Ordering Tests,7,2020-11-03,BeforeEPR,2020
W439467,Doctor,Ordering Tests,2,2023-08-25,AfterEPR,2023
W518277,Doctor,Updating Notes,3,2024-05-25,AfterEPR,2024
W585129,Admin,Updating Notes,3,2024-02-17,AfterEPR,2024
W569384,Admin,Ordering Tests,3,2024-07-09,AfterEPR,2024
W888206,Admin,Documentation,6,2022-01-11,AfterEPR,2022
W540180,Admin,Updating Notes,5,2019-12-14,BeforeEPR,2019
W875077,Doctor,Ordering Tests,2,2022-05-23,AfterEPR,2022
W720655,Doctor,Discharge Summary,13,2018-05-09,BeforeEPR,2018
W464263,Admin,Documentation,6,2022-10-12,AfterEPR,2022
W434493,Doctor,Ordering Tests,6,2018-12-07,BeforeEPR,2018
W668161,Doctor,Documentation,6,2023-12-11,AfterEPR,2023
W266568,Doctor,Discharge Summary,14,2021-08-10,BeforeEPR,2021
W343612,Doctor,Updating Notes,2,2023-08-10,AfterEPR,2023
W206929,Nurse,Documentation,7,2023-01-03,AfterEPR,2023
W557110,Admin,Documentation,7,2024-02-19,AfterEPR,2024
W474921,Doctor,Updating Notes,5,2018-04-12,BeforeEPR,2018
W238873,Admin,Updating Notes,4,2018-04-05,BeforeEPR,2018
W304666,Admin,Documentation,12,2020-11-01,BeforeEPR,2020
W524415,Doctor,Discharge Summary,10,2020-09-18,BeforeEPR,2020
W854763,Nurse,Discharge Summary,15,2020-05-24,BeforeEPR,2020
W931227,Nurse,Documentation,5,2023-06-10,AfterEPR,2023
W351583,Admin,Updating Notes,4,2019-05-25,BeforeEPR,2019
W552305,Nurse,Documentation,12,2019-06-04,BeforeEPR,2019
W413243,Nurse,Documentation,10,2021-12-18,BeforeEPR,2021
W638096,Doctor,Documentation,11,2020-11-14,BeforeEPR,2020
W200342,Doctor,Ordering Tests,3,2024-03-16,AfterEPR,2024
W996470,Admin,Documentation,6,2022-11-23,AfterEPR,2022
W356903,Admin,Updating Notes,3,2023-07-17,AfterEPR,2023
W310845,Nurse,Updating Notes,3,2023-07-27,AfterEPR,2023
W896204,Admin,Documentation,8,2024-11-20,AfterEPR,2024
W840703,Doctor,Documentation,10,2020-05-11,BeforeEPR,2020
W280904,Nurse,Updating Notes,2,2023-06-03,AfterEPR,2023
W803005,Nurse,Documentation,5,2024-10-11,AfterEPR,2024
W462071,Admin,Updating Notes,4,2020-07-14,BeforeEPR,2020
W719505,Doctor,Ordering Tests,2,2024-01-25,AfterEPR,2024
W558423,Admin,Ordering Tests,2,2022-08-12,AfterEPR,2022
W748988,Doctor,Discharge Summary,9,2024-03-12,AfterEPR,2024
W949937,Nurse,Ordering Tests,7,2021-11-11,BeforeEPR,2021
W118761,Doctor,Documentation,12,2019-05-11,BeforeEPR,2019
W844119,Nurse,Ordering Tests,5,2020-12-22,BeforeEPR,2020
W445801,Admin,Ordering Tests,7,2018-05-03,BeforeEPR,2018
W973193,Doctor,Updating Notes,3,2020-06-07,BeforeEPR,2020
W126844,Doctor,Updating Notes,4,2020-07-03,BeforeEPR,2020
W840328,Nurse,Ordering Tests,6,2020-10-08,BeforeEPR,2020
W175531,Doctor,Discharge Summary,13,2021-12-23,BeforeEPR,2021
W821797,Nurse,Updating Notes,3,2022-10-01,AfterEPR,2022
W341336,Nurse,Updating Notes,3,2024-04-16,AfterEPR,2024
W137666,Doctor,Documentation,11,2018-01-16,BeforeEPR,2018
W975087,Doctor,Ordering Tests,5,2019-02-09,BeforeEPR,2019
W532179,Admin,Discharge Summary,13,2020-04-05,BeforeEPR,2020
W664643,Doctor,Documentation,7,2024-06-22,AfterEPR,2024
W919890,Nurse,Ordering Tests,3,2024-07-19,AfterEPR,2024
W665565,Nurse,Discharge Summary,7,2022-12-02,AfterEPR,2022
W634227,Admin,Documentation,6,2024-10-04,AfterEPR,2024
W932429,Nurse,Ordering Tests,6,2021-01-20,BeforeEPR,2021
W350831,Nurse,Ordering Tests,2,2023-05-21,AfterEPR,2023
W774932,Admin,Ordering Tests,7,2021-01-06,BeforeEPR,2021
W749218,Nurse,Ordering Tests,2,2022-01-04,AfterEPR,2022
W422297,Nurse,Ordering Tests,6,2021-12-10,BeforeEPR,2021
W505088,Doctor,Ordering Tests,3,2022-12-16,AfterEPR,2022
W537602,Doctor,Updating Notes,4,2019-08-01,BeforeEPR,2019
W634412,Doctor,Documentation,14,2020-04-06,BeforeEPR,2020
W961226,Nurse,Documentation,6,2022-08-06,AfterEPR,2022
W207873,Doctor,Discharge Summary,11,2022-07-10,AfterEPR,2022
W783841,Doctor,Documentation,13,2021-01-24,BeforeEPR,2021
W957796,Nurse,Ordering Tests,3,2022-11-16,AfterEPR,2022
W930247,Nurse,Ordering Tests,5,2019-03-03,BeforeEPR,2019
W524177,Admin,Ordering Tests,6,2021-04-14,BeforeEPR,2021
W847811,Nurse,Documentation,5,2023-08-27,AfterEPR,2023
W624415,Nurse,Discharge Summary,15,2021-04-08,BeforeEPR,2021
W249451,Doctor,Documentation,11,2021-12-05,BeforeEPR,2021
W650519,Doctor,Updating Notes,3,2022-08-22,AfterEPR,2022
W595463,Nurse,Updating Notes,2,2022-09-16,AfterEPR,2022
W702342,Doctor,Discharge Summary,9,2023-12-16,AfterEPR,2023
W549242,Admin,Ordering Tests,3,2022-11-07,AfterEPR,2022
W482806,Nurse,Discharge Summary,9,2022-12-13,AfterEPR,2022
W911502,Doctor,Updating Notes,5,2018-09-01,BeforeEPR,2018
W693668,Admin,Updating Notes,2,2024-07-04,AfterEPR,2024
W406790,Admin,Discharge Summary,15,2020-08-14,BeforeEPR,2020
W867390,Admin,Documentation,6,2023-05-04,AfterEPR,2023
W592197,Nurse,Updating Notes,3,2018-10-21,BeforeEPR,2018
W386956,Admin,Documentation,2,2024-09-06,AfterEPR,2024
W727148,Nurse,Ordering Tests,2,2024-02-14,AfterEPR,2024
W297854,Doctor,Ordering Tests,5,2018-01-12,BeforeEPR,2018
W781675,Doctor,Updating Notes,2,2024-04-02,AfterEPR,2024
W295017,Nurse,Ordering Tests,3,2024-01-03,AfterEPR,2024
W805727,Nurse,Updating Notes,4,2020-01-15,BeforeEPR,2020
W391602,Doctor,Discharge Summary,15,2018-09-08,BeforeEPR,2018
W335712,Admin,Documentation,14,2020-12-24,BeforeEPR,2020
W595430,Admin,Discharge Summary,10,2022-08-04,AfterEPR,2022
W911676,Admin,Ordering Tests,2,2024-12-21,AfterEPR,2024
W623612,Doctor,Documentation,6,2023-07-09,AfterEPR,2023
W172053,Admin,Discharge Summary,13,2019-09-06,BeforeEPR,2019
W172031,Doctor,Discharge Summary,9,2022-06-10,AfterEPR,2022
W846222,Nurse,Updating Notes,5,2019-06-18,BeforeEPR,2019
W441110,Admin,Updating Notes,4,2020-10-15,BeforeEPR,2020
W263342,Doctor,Discharge Summary,10,2024-03-04,AfterEPR,2024
W611649,Doctor,Discharge Summary,15,2019-01-23,BeforeEPR,2019
W565068,Admin,Discharge Summary,15,2018-04-15,BeforeEPR,2018
W969291,Admin,Ordering Tests,3,2024-08-02,AfterEPR,2024
W964376,Admin,Updating Notes,6,2019-11-10,BeforeEPR,2019
W167520,Nurse,Updating Notes,3,2020-11-04,BeforeEPR,2020
W600932,Doctor,Documentation,6,2024-06-12,AfterEPR,2024
W999256,Nurse,Documentation,7,2022-08-16,AfterEPR,2022
W550331,Admin,Ordering Tests,2,2022-03-09,AfterEPR,2022
W751380,Admin,Updating Notes,2,2022-12-14,AfterEPR,2022
W471065,Admin,Ordering Tests,5,2019-12-22,BeforeEPR,2019
W708511,Admin,Documentation,7,2023-07-26,AfterEPR,2023
W781875,Admin,Documentation,6,2024-11-02,AfterEPR,2024
W688927,Nurse,Documentation,10,2020-07-27,BeforeEPR,2020
W899068,Admin,Updating Notes,4,2018-07-06,BeforeEPR,2018
W207265,Nurse,Ordering Tests,2,2023-03-21,AfterEPR,2023
W175705,Nurse,Discharge Summary,9,2022-03-18,AfterEPR,2022
W679449,Admin,Ordering Tests,2,2024-08-05,AfterEPR,2024
W413195,Nurse,Updating Notes,5,2019-12-24,BeforeEPR,2019
W822287,Doctor,Discharge Summary,17,2020-12-04,BeforeEPR,2020
W999239,Admin,Documentation,7,2024-07-08,AfterEPR,2024
W784715,Admin,Documentation,6,2024-12-26,AfterEPR,2024
W355288,Doctor,Updating Notes,4,2020-01-19,BeforeEPR,2020
W486609,Doctor,Updating Notes,2,2022-05-18,AfterEPR,2022
W508697,Admin,Documentation,13,2019-07-19,BeforeEPR,2019
W684661,Admin,Ordering Tests,7,2020-05-03,BeforeEPR,2020
W279258,Doctor,Ordering Tests,4,2019-05-26,BeforeEPR,2019
W504589,Doctor,Documentation,6,2023-11-06,AfterEPR,2023
W591387,Doctor,Documentation,11,2018-07-14,BeforeEPR,2018
W363455,Nurse,Discharge Summary,8,2024-09-15,AfterEPR,2024
W224863,Admin,Updating Notes,5,2020-10-09,BeforeEPR,2020
W865308,Doctor,Updating Notes,2,2024-07-09,AfterEPR,2024
W822890,Admin,Updating Notes,3,2024-07-02,AfterEPR,2024
W601940,Admin,Ordering Tests,5,2019-05-21,BeforeEPR,2019
W697985,Doctor,Ordering Tests,2,2023-09-03,AfterEPR,2023
W484061,Doctor,Documentation,7,2022-11-15,AfterEPR,2022
W547390,Nurse,Updating Notes,5,2021-09-03,BeforeEPR,2021
W578967,Admin,Ordering Tests,5,2020-05-11,BeforeEPR,2020
W796035,Nurse,Documentation,7,2024-07-21,AfterEPR,2024
W900622,Doctor,Ordering Tests,5,2021-03-06,BeforeEPR,2021
W336812,Admin,Updating Notes,3,2024-05-01,AfterEPR,2024
W942169,Nurse,Updating Notes,3,2022-06-09,AfterEPR,2022
W870219,Nurse,Ordering Tests,5,2020-02-12,BeforeEPR,2020
W495035,Doctor,Discharge Summary,10,2023-11-15,AfterEPR,2023
W997521,Nurse,Discharge Summary,17,2018-08-14,BeforeEPR,2018
W691206,Admin,Documentation,13,2021-01-09,BeforeEPR,2021
W592310,Doctor,Documentation,7,2022-02-04,AfterEPR,2022
W224020,Admin,Ordering Tests,3,2024-09-17,AfterEPR,2024
W546041,Admin,Discharge Summary,13,2020-04-22,BeforeEPR,2020
W720414,Admin,Updating Notes,3,2022-08-26,AfterEPR,2022
W978979,Admin,Updating Notes,2,2022-06-15,AfterEPR,2022
W898754,Admin,Ordering Tests,6,2021-04-20,BeforeEPR,2021
W661690,Admin,Ordering Tests,5,2019-03-17,BeforeEPR,2019
W703502,Doctor,Discharge Summary,9,2023-02-10,AfterEPR,2023
W220102,Admin,Updating Notes,3,2022-03-15,AfterEPR,2022
W941307,Admin,Documentation,11,2020-05-15,BeforeEPR,2020
W872522,Admin,Documentation,6,2022-12-02,AfterEPR,2022
W301415,Nurse,Documentation,10,2021-02-18,BeforeEPR,2021
W267238,Doctor,Discharge Summary,8,2023-08-03,AfterEPR,2023
W918399,Doctor,Documentation,11,2018-02-24,BeforeEPR,2018
W565676,Nurse,Documentation,13,2020-12-13,BeforeEPR,2020
W446401,Doctor,Discharge Summary,7,2024-12-18,AfterEPR,2024
W552430,Admin,Ordering Tests,3,2022-02-15,AfterEPR,2022
W147117,Doctor,Discharge Summary,10,2022-10-18,AfterEPR,2022
W647191,Doctor,Updating Notes,3,2022-12-14,AfterEPR,2022
W904907,Doctor,Discharge Summary,10,2022-10-24,AfterEPR,2022
W158484,Nurse,Updating Notes,5,2018-08-01,BeforeEPR,2018
W684438,Admin,Ordering Tests,2,2024-01-17,AfterEPR,2024
W151855,Admin,Ordering Tests,3,2022-01-24,AfterEPR,2022
W918726,Nurse,Ordering Tests,2,2024-04-13,AfterEPR,2024
W184261,Admin,Ordering Tests,2,2022-08-17,AfterEPR,2022
W870179,Admin,Discharge Summary,10,2019-03-17,BeforeEPR,2019
W197164,Nurse,Ordering Tests,2,2022-01-27,AfterEPR,2022
W241124,Nurse,Updating Notes,3,2024-12-18,AfterEPR,2024
W198215,Doctor,Discharge Summary,10,2023-04-16,AfterEPR,2023
W422321,Nurse,Documentation,7,2023-05-01,AfterEPR,2023
W136250,Admin,Updating Notes,2,2023-11-18,AfterEPR,2023
W999223,Doctor,Discharge Summary,10,2022-08-08,AfterEPR,2022
W376183,Admin,Updating Notes,4,2019-06-05,BeforeEPR,2019
W691975,Nurse,Documentation,6,2022-07-04,AfterEPR,2022
W989637,Nurse,Documentation,8,2023-06-17,AfterEPR,2023
W873684,Admin,Documentation,7,2022-12-01,AfterEPR,2022
W218846,Nurse,Documentation,8,2024-03-16,AfterEPR,2024
W827050,Nurse,Updating Notes,2,2023-05-03,AfterEPR,2023
W789109,Doctor,Ordering Tests,5,2020-09-19,BeforeEPR,2020
W711135,Admin,Documentation,8,2023-01-19,AfterEPR,2023
W569340,Admin,Updating Notes,3,2022-04-16,AfterEPR,2022
W274365,Doctor,Documentation,11,2021-03-24,BeforeEPR,2021
W541763,Admin,Updating Notes,4,2021-06-07,BeforeEPR,2021
W526686,Admin,Ordering Tests,6,2021-02-08,BeforeEPR,2021
W698645,Doctor,Ordering Tests,3,2024-09-27,AfterEPR,2024
W700558,Doctor,Ordering Tests,6,2021-12-25,BeforeEPR,2021
W789647,Nurse,Discharge Summary,14,2018-02-03,BeforeEPR,2018
W232377,Nurse,Discharge Summary,17,2018-08-11,BeforeEPR,2018
W962492,Admin,Documentation,9,2020-09-26,BeforeEPR,2020
W380076,Admin,Ordering Tests,7,2019-12-12,BeforeEPR,2019
W237521,Nurse,Updating Notes,3,2024-07-09,AfterEPR,2024
W961193,Doctor,Discharge Summary,5,2024-03-15,AfterEPR,2024
W645401,Admin,Documentation,6,2024-11-20,AfterEPR,2024
W143262,Admin,Updating Notes,4,2019-12-16,BeforeEPR,2019
W898661,Admin,Ordering Tests,3,2022-11-09,AfterEPR,2022
W832728,Nurse,Updating Notes,4,2018-01-24,BeforeEPR,2018
W196100,Nurse,Documentation,14,2021-01-07,BeforeEPR,2021
W473465,Admin,Documentation,12,2019-12-06,BeforeEPR,2019
W958312,Nurse,Updating Notes,4,2020-11-25,BeforeEPR,2020
W286952,Admin,Discharge Summary,12,2020-05-12,BeforeEPR,2020
W558367,Nurse,Discharge Summary,10,2024-02-27,AfterEPR,2024
W360235,Nurse,Ordering Tests,3,2024-09-12,AfterEPR,2024
W448356,Nurse,Updating Notes,2,2023-10-09,AfterEPR,2023
W200963,Admin,Updating Notes,3,2024-02-09,AfterEPR,2024
W263967,Doctor,Ordering Tests,5,2019-09-24,BeforeEPR,2019
W904330,Doctor,Discharge Summary,10,2022-11-20,AfterEPR,2022
W401238,Admin,Ordering Tests,2,2023-08-26,AfterEPR,2023
W541442,Doctor,Ordering Tests,2,2022-11-27,AfterEPR,2022
W143613,Nurse,Documentation,8,2023-10-17,AfterEPR,2023
W827289,Admin,Updating Notes,4,2019-05-26,BeforeEPR,2019
W116418,Admin,Documentation,12,2020-08-16,BeforeEPR,2020
W615780,Admin,Discharge Summary,17,2019-01-10,BeforeEPR,2019
W394911,Doctor,Ordering Tests,3,2023-12-22,AfterEPR,2023
W259456,Doctor,Discharge Summary,8,2024-07-21,AfterEPR,2024
W607939,Doctor,Documentation,5,2023-08-27,AfterEPR,2023
W518816,Nurse,Ordering Tests,2,2022-12-23,AfterEPR,2022
W325425,Admin,Updating Notes,3,2022-06-01,AfterEPR,2022
W167254,Doctor,Documentation,9,2018-06-06,BeforeEPR,2018
W994606,Admin,Updating Notes,2,2023-03-03,AfterEPR,2023
W588461,Admin,Documentation,7,2023-08-24,AfterEPR,2023
W448337,Nurse,Documentation,5,2022-05-20,AfterEPR,2022
W925628,Nurse,Ordering Tests,2,2022-09-11,AfterEPR,2022
W298596,Admin,Ordering Tests,6,2019-08-16,BeforeEPR,2019
W501968,Admin,Discharge Summary,14,2019-06-02,BeforeEPR,2019
W726634,Admin,Documentation,13,2020-01-25,BeforeEPR,2020
W837073,Doctor,Discharge Summary,17,2019-11-13,BeforeEPR,2019
W854443,Admin,Documentation,8,2023-03-07,AfterEPR,2023
W292571,Doctor,Ordering Tests,3,2023-05-06,AfterEPR,2023
W306006,Nurse,Ordering Tests,3,2023-01-15,AfterEPR,2023
W260915,Doctor,Discharge Summary,8,2024-01-12,AfterEPR,2024
W403305,Nurse,Updating Notes,2,2022-08-08,AfterEPR,2022
W774695,Admin,Ordering Tests,2,2023-12-08,AfterEPR,2023
W926755,Doctor,Ordering Tests,6,2019-03-25,BeforeEPR,2019
W485875,Doctor,Updating Notes,5,2020-07-16,BeforeEPR,2020
W759557,Doctor,Documentation,14,2020-12-09,BeforeEPR,2020
W279074,Doctor,Ordering Tests,3,2024-12-10,AfterEPR,2024
W853405,Doctor,Ordering Tests,3,2024-01-17,AfterEPR,2024
W325824,Admin,Updating Notes,6,2018-05-20,BeforeEPR,2018
W694677,Admin,Documentation,7,2024-08-18,AfterEPR,2024
W567747,Admin,Updating Notes,5,2019-09-25,BeforeEPR,2019
W146128,Doctor,Discharge Summary,9,2022-09-16,AfterEPR,2022
W532804,Nurse,Discharge Summary,14,2020-06-23,BeforeEPR,2020
W320369,Nurse,Updating Notes,1,2022-11-15,AfterEPR,2022
W290656,Doctor,Updating Notes,6,2021-09-18,BeforeEPR,2021
W862216,Nurse,Documentation,14,2020-09-01,BeforeEPR,2020
W953473,Nurse,Discharge Summary,16,2019-05-19,BeforeEPR,2019
W351807,Doctor,Documentation,7,2022-02-20,AfterEPR,2022
W544082,Nurse,Ordering Tests,6,2019-03-08,BeforeEPR,2019
W537324,Doctor,Updating Notes,3,2019-06-05,BeforeEPR,2019
W521613,Doctor,Documentation,5,2023-10-18,AfterEPR,2023
W626856,Doctor,Discharge Summary,7,2024-06-20,AfterEPR,2024
W952911,Nurse,Updating Notes,5,2021-04-25,BeforeEPR,2021
W992695,Admin,Discharge Summary,7,2022-04-14,AfterEPR,2022
W646321,Nurse,Updating Notes,5,2019-02-08,BeforeEPR,2019
W303966,Admin,Ordering Tests,2,2022-08-06,AfterEPR,2022
W743007,Doctor,Ordering Tests,2,2022-08-21,AfterEPR,2022
W953158,Nurse,Discharge Summary,8,2024-09-20,AfterEPR,2024
W950174,Admin,Discharge Summary,9,2024-02-09,AfterEPR,2024
W997315,Doctor,Ordering Tests,3,2022-04-06,AfterEPR,2022
W426299,Doctor,Updating Notes,3,2019-12-27,BeforeEPR,2019
W903425,Nurse,Documentation,11,2018-09-22,BeforeEPR,2018
W239510,Nurse,Documentation,6,2022-08-10,AfterEPR,2022
W827672,Doctor,Ordering Tests,5,2021-04-25,BeforeEPR,2021
W114716,Admin,Documentation,7,2022-08-15,AfterEPR,2022
W571050,Nurse,Discharge Summary,12,2024-02-14,AfterEPR,2024
W836160,Admin,Updating Notes,2,2023-01-14,AfterEPR,2023
W822270,Nurse,Ordering Tests,2,2023-06-12,AfterEPR,2023
W379533,Doctor,Ordering Tests,2,2023-11-08,AfterEPR,2023
W942422,Doctor,Documentation,11,2020-09-23,BeforeEPR,2020
W847211,Admin,Updating Notes,3,2023-02-25,AfterEPR,2023
W808303,Nurse,Documentation,7,2022-08-25,AfterEPR,2022
W455772,Doctor,Ordering Tests,3,2023-05-12,AfterEPR,2023
W857737,Nurse,Documentation,11,2020-11-02,BeforeEPR,2020
W297754,Nurse,Discharge Summary,13,2018-04-08,BeforeEPR,2018
W975135,Nurse,Ordering Tests,5,2018-06-13,BeforeEPR,2018
W444409,Nurse,Documentation,16,2018-07-27,BeforeEPR,2018
W847708,Nurse,Discharge Summary,10,2023-01-08,AfterEPR,2023
W382996,Doctor,Updating Notes,4,2024-06-22,AfterEPR,2024
W773797,Admin,Updating Notes,2,2022-12-27,AfterEPR,2022
W774083,Nurse,Updating Notes,5,2018-10-12,BeforeEPR,2018
W748622,Doctor,Updating Notes,5,2020-03-12,BeforeEPR,2020
W266253,Admin,Ordering Tests,4,2020-02-11,BeforeEPR,2020
W193657,Doctor,Discharge Summary,11,2023-10-02,AfterEPR,2023
W698146,Admin,Documentation,7,2023-12-21,AfterEPR,2023
W778383,Nurse,Discharge Summary,11,2024-10-13,AfterEPR,2024
W796735,Admin,Ordering Tests,7,2020-07-03,BeforeEPR,2020
W511132,Nurse,Documentation,14,2018-04-16,BeforeEPR,2018
W760469,Admin,Updating Notes,4,2019-10-04,BeforeEPR,2019
W832400,Doctor,Updating Notes,2,2024-11-14,AfterEPR,2024
W264876,Doctor,Updating Notes,3,2023-01-11,AfterEPR,2023
W359391,Admin,Discharge Summary,7,2024-12-14,AfterEPR,2024
W191400,Admin,Ordering Tests,6,2018-08-20,BeforeEPR,2018
W958507,Admin,Ordering Tests,3,2022-07-10,AfterEPR,2022
W756343,Admin,Documentation,13,2018-06-14,BeforeEPR,2018
W536229,Admin,Ordering Tests,5,2021-10-12,BeforeEPR,2021
W160480,Nurse,Documentation,6,2023-01-01,AfterEPR,2023
W829187,Doctor,Documentation,10,2019-09-17,BeforeEPR,2019
W130320,Admin,Updating Notes,2,2022-02-18,AfterEPR,2022
W577797,Doctor,Documentation,6,2022-12-24,AfterEPR,2022
W717200,Doctor,Discharge Summary,11,2022-11-03,AfterEPR,2022
W489930,Nurse,Discharge Summary,10,2024-10-21,AfterEPR,2024
W178438,Doctor,Discharge Summary,7,2022-07-26,AfterEPR,2022
W321402,Nurse,Documentation,10,2021-02-14,BeforeEPR,2021
W770764,Nurse,Discharge Summary,13,2018-06-11,BeforeEPR,2018
W992092,Nurse,Discharge Summary,15,2020-12-20,BeforeEPR,2020
W116146,Admin,Documentation,13,2020-03-01,BeforeEPR,2020
W852760,Admin,Discharge Summary,18,2020-05-25,BeforeEPR,2020
W540726,Doctor,Ordering Tests,6,2018-01-22,BeforeEPR,2018
W721090,Nurse,Updating Notes,2,2022-03-11,AfterEPR,2022
W999563,Admin,Discharge Summary,10,2024-09-16,AfterEPR,2024
W482896,Admin,Documentation,10,2021-04-19,BeforeEPR,2021
W671480,Admin,Updating Notes,5,2021-06-09,BeforeEPR,2021
W516955,Doctor,Discharge Summary,9,2024-07-01,AfterEPR,2024
W526563,Admin,Discharge Summary,15,2019-08-02,BeforeEPR,2019
W587141,Nurse,Documentation,6,2022-02-24,AfterEPR,2022
W212564,Doctor,Updating Notes,3,2024-04-10,AfterEPR,2024
W833413,Doctor,Ordering Tests,2,2024-04-02,AfterEPR,2024
W213499,Doctor,Updating Notes,5,2018-08-06,BeforeEPR,2018
W191243,Admin,Documentation,8,2024-01-27,AfterEPR,2024
W268059,Doctor,Discharge Summary,10,2022-11-16,AfterEPR,2022
W108951,Nurse,Documentation,6,2024-04-21,AfterEPR,2024
W508439,Doctor,Updating Notes,3,2024-06-06,AfterEPR,2024
W261073,Doctor,Updating Notes,2,2023-05-14,AfterEPR,2023
W467346,Admin,Updating Notes,2,2022-11-20,AfterEPR,2022
W212482,Admin,Updating Notes,4,2020-11-22,BeforeEPR,2020
W574155,Doctor,Updating Notes,3,2023-03-05,AfterEPR,2023
W103607,Admin,Updating Notes,3,2019-06-01,BeforeEPR,2019
W631691,Doctor,Updating Notes,5,2019-05-03,BeforeEPR,2019
W605662,Nurse,Documentation,6,2023-05-13,AfterEPR,2023
W128171,Admin,Discharge Summary,10,2019-12-11,BeforeEPR,2019
W133206,Nurse,Documentation,7,2023-08-14,AfterEPR,2023
W225717,Admin,Documentation,10,2020-11-10,BeforeEPR,2020
W858251,Admin,Updating Notes,5,2018-08-16,BeforeEPR,2018
W909709,Nurse,Discharge Summary,16,2020-06-21,BeforeEPR,2020
W682096,Doctor,Ordering Tests,6,2019-09-06,BeforeEPR,2019
W609565,Doctor,Documentation,12,2020-06-18,BeforeEPR,2020
W588658,Nurse,Discharge Summary,8,2023-02-22,AfterEPR,2023
W583289,Nurse,Updating Notes,2,2024-11-15,AfterEPR,2024
W819624,Doctor,Discharge Summary,9,2024-03-08,AfterEPR,2024
W414784,Admin,Discharge Summary,11,2023-12-26,AfterEPR,2023
W515496,Nurse,Updating Notes,3,2024-01-02,AfterEPR,2024
W523181,Nurse,Updating Notes,3,2023-02-14,AfterEPR,2023
W789319,Nurse,Documentation,9,2021-03-06,BeforeEPR,2021
W481519,Doctor,Ordering Tests,5,2020-05-09,BeforeEPR,2020
W665888,Admin,Discharge Summary,17,2020-01-08,BeforeEPR,2020
W637093,Doctor,Ordering Tests,2,2022-12-01,AfterEPR,2022
W982853,Admin,Documentation,14,2020-01-22,BeforeEPR,2020
W208379,Doctor,Discharge Summary,12,2018-04-17,BeforeEPR,2018
W351580,Doctor,Updating Notes,1,2022-09-19,AfterEPR,2022
W345912,Admin,Ordering Tests,3,2024-07-13,AfterEPR,2024
W261809,Doctor,Discharge Summary,12,2023-06-08,AfterEPR,2023
W133730,Nurse,Updating Notes,3,2022-12-23,AfterEPR,2022
W432105,Nurse,Updating Notes,2,2022-07-10,AfterEPR,2022
W869830,Nurse,Updating Notes,3,2022-08-27,AfterEPR,2022
W445491,Doctor,Ordering Tests,4,2024-06-20,AfterEPR,2024
W377027,Doctor,Documentation,6,2024-06-21,AfterEPR,2024
W478324,Nurse,Documentation,6,2023-05-07,AfterEPR,2023
W139813,Admin,Discharge Summary,9,2022-10-17,AfterEPR,2022
W921218,Nurse,Discharge Summary,19,2018-07-10,BeforeEPR,2018
W924668,Admin,Ordering Tests,3,2022-06-17,AfterEPR,2022
W240483,Admin,Ordering Tests,3,2022-03-15,AfterEPR,2022
W994848,Nurse,Documentation,6,2022-11-26,AfterEPR,2022
W701345,Admin,Ordering Tests,7,2021-05-26,BeforeEPR,2021
W948793,Admin,Ordering Tests,3,2024-11-01,AfterEPR,2024
W858123,Admin,Documentation,8,2022-12-09,AfterEPR,2022
W572371,Admin,Discharge Summary,18,2019-10-03,BeforeEPR,2019
W176212,Doctor,Ordering Tests,3,2024-09-01,AfterEPR,2024
W360370,Nurse,Documentation,11,2019-04-21,BeforeEPR,2019
W565756,Nurse,Ordering Tests,5,2019-01-23,BeforeEPR,2019
W123437,Doctor,Updating Notes,2,2024-07-24,AfterEPR,2024
W674832,Nurse,Updating Notes,2,2024-12-26,AfterEPR,2024
W107957,Admin,Ordering Tests,2,2023-10-02,AfterEPR,2023
W358397,Doctor,Updating Notes,4,2018-06-11,BeforeEPR,2018
W451853,Admin,Discharge Summary,13,2019-02-03,BeforeEPR,2019
W940473,Nurse,Ordering Tests,3,2022-08-23,AfterEPR,2022
W338580,Admin,Updating Notes,2,2024-10-08,AfterEPR,2024
W343427,Doctor,Documentation,11,2019-08-16,BeforeEPR,2019
W443793,Nurse,Discharge Summary,13,2021-05-04,BeforeEPR,2021
W102215,Admin,Ordering Tests,4,2019-04-09,BeforeEPR,2019
W165165,Doctor,Documentation,10,2018-08-08,BeforeEPR,2018
W450817,Nurse,Ordering Tests,2,2022-10-19,AfterEPR,2022
W304266,Admin,Ordering Tests,5,2019-05-02,BeforeEPR,2019
W282413,Doctor,Updating Notes,3,2023-06-17,AfterEPR,2023
W845246,Doctor,Documentation,11,2021-10-13,BeforeEPR,2021
