WorkflowID,StaffRole,TaskName,TimeMinutes,Date,EPRPeriod
W586545,Nurse,Discharge Summary,11,2023-01-19,AfterEPR
W994255,Admin,Discharge Summary,17,2020-01-19,BeforeEPR
W374589,Admin,Ordering Tests,2,2023-03-01,AfterEPR
W290435,Doctor,Updating Notes,6,2020-12-10,BeforeEPR
W967377,Nurse,Updating Notes,5,2019-11-17,BeforeEPR
W851176,Admin,Documentation,9,2019-12-05,BeforeEPR
W515341,Admin,Discharge Summary,11,2022-11-05,AfterEPR
W484355,Admin,Documentation,11,2021-01-10,BeforeEPR
W796931,Nurse,Updating Notes,5,2021-01-17,BeforeEPR
W787956,Admin,Documentation,9,2018-10-26,BeforeEPR
W534086,Doctor,Discharge Summary,12,2019-07-19,BeforeEPR
W754363,Nurse,Updating Notes,4,2021-08-17,BeforeEPR
W997073,Doctor,Discharge Summary,14,2019-01-14,BeforeEPR
W810482,Doctor,Discharge Summary,9,2023-03-10,AfterEPR
W612536,Doctor,Updating Notes,2,2022-05-19,AfterEPR
W685383,Doctor,Ordering Tests,3,2024-03-23,AfterEPR
W896922,Nurse,Documentation,6,2022-11-18,AfterEPR
W549656,Nurse,Ordering Tests,2,2023-11-07,AfterEPR
W931174,Nurse,Discharge Summary,14,2019-08-12,BeforeEPR
W455856,Doctor,Documentation,7,2022-05-20,AfterEPR
W120644,Admin,Updating Notes,4,2019-04-25,BeforeEPR
W999819,Nurse,Ordering Tests,3,2024-06-01,AfterEPR
W746981,Doctor,Ordering Tests,5,2018-08-05,BeforeEPR
W449381,Admin,Updating Notes,3,2018-06-25,BeforeEPR
W853515,Admin,Ordering Tests,6,2021-02-06,BeforeEPR
W491721,Doctor,Updating Notes,3,2024-02-11,AfterEPR
W380802,Admin,Ordering Tests,5,2019-05-09,BeforeEPR
W626015,Nurse,Documentation,14,2018-01-08,BeforeEPR
W523117,Admin,Documentation,10,2019-12-18,BeforeEPR
W575977,Admin,Documentation,7,2023-03-02,AfterEPR
W579664,Doctor,Documentation,8,2018-02-10,BeforeEPR
W581447,Doctor,Ordering Tests,3,2024-01-06,AfterEPR
W912046,Nurse,Discharge Summary,15,2019-12-07,BeforeEPR
W155387,Nurse,Ordering Tests,6,2021-12-21,BeforeEPR
W842814,Admin,Documentation,11,2018-03-12,BeforeEPR
W744685,Nurse,Discharge Summary,11,2024-07-23,AfterEPR
W429797,Doctor,Ordering Tests,6,2020-10-02,BeforeEPR
W595317,Doctor,Updating Notes,2,2023-01-17,AfterEPR
W737421,Doctor,Documentation,7,2022-06-23,AfterEPR
W951109,Doctor,Discharge Summary,9,2024-12-12,AfterEPR
W189987,Nurse,Discharge Summary,10,2022-06-10,AfterEPR
W713747,Doctor,Ordering Tests,2,2022-10-03,AfterEPR
W199160,Nurse,Updating Notes,4,2020-10-20,BeforeEPR
W819358,Nurse,Documentation,8,2024-11-13,AfterEPR
W313113,Admin,Updating Notes,2,2024-12-22,AfterEPR
W111767,Doctor,Documentation,6,2024-02-14,AfterEPR
W674686,Doctor,Ordering Tests,5,2018-08-05,BeforeEPR
W176363,Admin,Ordering Tests,4,2018-10-03,BeforeEPR
W106593,Doctor,Updating Notes,3,2022-12-13,AfterEPR
W791537,Admin,Discharge Summary,14,2019-12-11,BeforeEPR
W940167,Doctor,Discharge Summary,9,2024-04-07,AfterEPR
W283731,Nurse,Ordering Tests,3,2022-03-24,AfterEPR
W539744,Doctor,Discharge Summary,11,2022-08-02,AfterEPR
W327079,Doctor,Updating Notes,3,2024-06-05,AfterEPR
W262488,Doctor,Discharge Summary,9,2023-10-06,AfterEPR
W948475,Doctor,Updating Notes,5,2018-06-13,BeforeEPR
W766893,Admin,Documentation,7,2024-12-26,AfterEPR
W873298,Nurse,Ordering Tests,5,2018-11-06,BeforeEPR
W879177,Doctor,Discharge Summary,9,2024-11-17,AfterEPR
W105809,Doctor,Documentation,10,2021-09-09,BeforeEPR
W292507,Nurse,Documentation,13,2021-12-21,BeforeEPR
W901610,Nurse,Discharge Summary,12,2024-09-25,AfterEPR
W855456,Admin,Ordering Tests,5,2021-10-02,BeforeEPR
W355328,Admin,Updating Notes,3,2024-05-20,AfterEPR
W124823,Admin,Ordering Tests,6,2021-07-20,BeforeEPR
W987872,Nurse,Discharge Summary,10,2023-06-24,AfterEPR
W858317,Admin,Updating Notes,2,2022-02-23,AfterEPR
W197728,Admin,Documentation,5,2023-07-18,AfterEPR
W760848,Admin,Documentation,15,2021-12-25,BeforeEPR
W468880,Nurse,Ordering Tests,2,2024-08-13,AfterEPR
W736282,Nurse,Discharge Summary,16,2020-08-05,BeforeEPR
W465251,Nurse,Ordering Tests,2,2023-11-11,AfterEPR
W912105,Nurse,Updating Notes,3,2022-11-17,AfterEPR
W841982,Doctor,Ordering Tests,7,2019-11-15,BeforeEPR
W527201,Nurse,Updating Notes,3,2022-07-19,AfterEPR
W254424,Admin,Discharge Summary,13,2023-08-06,AfterEPR
W825698,Admin,Updating Notes,3,2023-11-15,AfterEPR
W145808,Nurse,Documentation,12,2020-02-10,BeforeEPR
W422629,Doctor,Documentation,13,2018-04-11,BeforeEPR
W507640,Doctor,Documentation,6,2022-09-19,AfterEPR
W927139,Doctor,Discharge Summary,9,2024-03-16,AfterEPR
W325753,Nurse,Ordering Tests,3,2024-11-24,AfterEPR
W288951,Nurse,Updating Notes,3,2024-05-25,AfterEPR
W959220,Nurse,Discharge Summary,15,2018-08-06,BeforeEPR
W604544,Nurse,Discharge Summary,7,2022-08-07,AfterEPR
W506748,Nurse,Ordering Tests,3,2023-10-04,AfterEPR
W892248,Nurse,Ordering Tests,6,2018-11-10,BeforeEPR
W776225,Doctor,Discharge Summary,9,2023-03-01,AfterEPR
W149088,Doctor,Updating Notes,4,2021-07-19,BeforeEPR
W698885,Doctor,Updating Notes,5,2021-04-11,BeforeEPR
W986114,Admin,Documentation,7,2022-08-19,AfterEPR
W767835,Nurse,Updating Notes,5,2019-02-09,BeforeEPR
W510284,Doctor,Updating Notes,5,2021-02-24,BeforeEPR
W353830,Admin,Documentation,14,2019-07-10,BeforeEPR
W830381,Admin,Discharge Summary,9,2022-02-02,AfterEPR
W700954,Doctor,Discharge Summary,19,2019-08-05,BeforeEPR
W419626,Doctor,Documentation,7,2024-04-20,AfterEPR
W233021,Nurse,Updating Notes,5,2018-02-26,BeforeEPR
W304494,Nurse,Documentation,6,2023-10-21,AfterEPR
W524378,Admin,Documentation,14,2019-04-03,BeforeEPR
W671970,Admin,Discharge Summary,9,2022-10-03,AfterEPR
W128806,Admin,Updating Notes,2,2024-01-06,AfterEPR
W658745,Doctor,Updating Notes,5,2021-04-25,BeforeEPR
W207800,Nurse,Documentation,8,2022-06-24,AfterEPR
W131651,Doctor,Discharge Summary,18,2019-12-02,BeforeEPR
W771419,Admin,Documentation,6,2023-10-23,AfterEPR
W727785,Admin,Documentation,12,2020-07-05,BeforeEPR
W755776,Admin,Documentation,4,2023-04-11,AfterEPR
W303483,Nurse,Ordering Tests,6,2021-11-06,BeforeEPR
W547232,Admin,Documentation,7,2024-05-18,AfterEPR
W824268,Admin,Updating Notes,2,2022-02-13,AfterEPR
W445120,Nurse,Discharge Summary,13,2018-07-09,BeforeEPR
W282029,Doctor,Ordering Tests,3,2022-06-18,AfterEPR
W481146,Admin,Updating Notes,4,2020-09-20,BeforeEPR
W702748,Doctor,Documentation,11,2019-04-05,BeforeEPR
W628330,Nurse,Ordering Tests,5,2019-09-11,BeforeEPR
W916778,Nurse,Discharge Summary,10,2022-01-05,AfterEPR
W125363,Doctor,Ordering Tests,3,2023-10-08,AfterEPR
W119892,Doctor,Ordering Tests,2,2022-09-23,AfterEPR
W617804,Admin,Discharge Summary,16,2018-07-04,BeforeEPR
W450439,Doctor,Ordering Tests,3,2024-11-23,AfterEPR
W617689,Doctor,Updating Notes,3,2024-10-05,AfterEPR
W633110,Nurse,Documentation,6,2023-06-19,AfterEPR
W884277,Admin,Updating Notes,3,2024-12-14,AfterEPR
W938255,Nurse,Documentation,11,2021-02-12,BeforeEPR
W131550,Admin,Discharge Summary,12,2022-08-15,AfterEPR
W884793,Nurse,Discharge Summary,15,2019-01-25,BeforeEPR
W985852,Admin,Documentation,11,2019-11-22,BeforeEPR
W296039,Doctor,Documentation,9,2019-11-07,BeforeEPR
W608526,Admin,Ordering Tests,6,2020-07-20,BeforeEPR
W794305,Doctor,Ordering Tests,5,2019-02-07,BeforeEPR
W611546,Admin,Documentation,7,2023-09-26,AfterEPR
W839558,Nurse,Documentation,9,2019-10-26,BeforeEPR
W981135,Nurse,Ordering Tests,6,2021-04-01,BeforeEPR
W615666,Doctor,Documentation,5,2022-08-15,AfterEPR
W487372,Nurse,Updating Notes,5,2019-04-11,BeforeEPR
W490142,Admin,Ordering Tests,3,2023-10-20,AfterEPR
W751314,Nurse,Ordering Tests,6,2019-12-20,BeforeEPR
W217428,Admin,Documentation,7,2022-10-14,AfterEPR
W529911,Nurse,Ordering Tests,3,2023-01-26,AfterEPR
W681483,Nurse,Discharge Summary,14,2018-06-17,BeforeEPR
W221006,Admin,Ordering Tests,5,2021-03-25,BeforeEPR
W688207,Doctor,Discharge Summary,11,2022-01-04,AfterEPR
W297853,Admin,Ordering Tests,6,2018-02-22,BeforeEPR
W986201,Doctor,Updating Notes,3,2022-09-26,AfterEPR
W672418,Doctor,Discharge Summary,10,2024-02-16,AfterEPR
W866878,Admin,Discharge Summary,18,2018-11-16,BeforeEPR
W619126,Nurse,Updating Notes,2,2022-04-13,AfterEPR
W997928,Doctor,Discharge Summary,9,2024-11-02,AfterEPR
W908357,Doctor,Documentation,8,2022-05-21,AfterEPR
W584152,Admin,Updating Notes,4,2021-06-26,BeforeEPR
W542323,Admin,Discharge Summary,9,2023-06-03,AfterEPR
W409950,Admin,Updating Notes,3,2020-08-25,BeforeEPR
W835052,Nurse,Updating Notes,3,2022-12-19,AfterEPR
W350695,Doctor,Ordering Tests,5,2018-03-01,BeforeEPR
W667921,Doctor,Updating Notes,3,2023-05-10,AfterEPR
W550770,Nurse,Ordering Tests,6,2020-11-12,BeforeEPR
W815649,Nurse,Ordering Tests,6,2018-07-22,BeforeEPR
W538741,Nurse,Discharge Summary,9,2022-12-06,AfterEPR
W245111,Doctor,Updating Notes,5,2018-05-13,BeforeEPR
W385146,Doctor,Discharge Summary,12,2021-10-01,BeforeEPR
W360173,Admin,Discharge Summary,16,2020-04-26,BeforeEPR
W378437,Doctor,Updating Notes,2,2022-01-21,AfterEPR
W846059,Admin,Ordering Tests,5,2020-07-05,BeforeEPR
W405257,Nurse,Ordering Tests,3,2023-09-02,AfterEPR
W621170,Doctor,Updating Notes,3,2024-09-16,AfterEPR
W682579,Admin,Updating Notes,3,2024-07-17,AfterEPR
W881710,Doctor,Discharge Summary,10,2024-06-05,AfterEPR
W181746,Admin,Documentation,8,2024-09-18,AfterEPR
W695538,Admin,Updating Notes,3,2024-03-24,AfterEPR
W308092,Doctor,Updating Notes,2,2023-05-17,AfterEPR
W564260,Doctor,Discharge Summary,9,2024-03-17,AfterEPR
W622261,Nurse,Discharge Summary,16,2020-08-20,BeforeEPR
W374534,Admin,Discharge Summary,15,2021-10-19,BeforeEPR
W629321,Doctor,Documentation,14,2019-04-04,BeforeEPR
W852589,Nurse,Ordering Tests,3,2024-04-22,AfterEPR
W798772,Admin,Updating Notes,4,2019-08-23,BeforeEPR
W315666,Nurse,Ordering Tests,3,2022-02-02,AfterEPR
W135650,Doctor,Discharge Summary,11,2022-04-06,AfterEPR
W971913,Doctor,Updating Notes,2,2023-05-08,AfterEPR
W816188,Admin,Updating Notes,4,2020-09-09,BeforeEPR
W104421,Nurse,Ordering Tests,3,2024-05-04,AfterEPR
W852008,Admin,Updating Notes,3,2022-11-23,AfterEPR
W992220,Doctor,Ordering Tests,3,2024-07-01,AfterEPR
W869041,Doctor,Updating Notes,3,2019-01-15,BeforeEPR
W678697,Admin,Ordering Tests,2,2024-01-10,AfterEPR
W793244,Doctor,Discharge Summary,15,2018-04-27,BeforeEPR
W896807,Doctor,Documentation,14,2020-06-24,BeforeEPR
W618033,Admin,Ordering Tests,6,2019-04-03,BeforeEPR
W946209,Nurse,Discharge Summary,18,2020-08-13,BeforeEPR
W712673,Nurse,Discharge Summary,17,2020-02-22,BeforeEPR
W356528,Nurse,Documentation,7,2023-09-21,AfterEPR
W295493,Admin,Documentation,13,2018-02-13,BeforeEPR
W753051,Admin,Updating Notes,3,2023-02-08,AfterEPR
W202985,Doctor,Ordering Tests,3,2024-07-21,AfterEPR
W194675,Nurse,Ordering Tests,3,2023-10-24,AfterEPR
W564228,Doctor,Ordering Tests,2,2024-03-10,AfterEPR
W984807,Admin,Documentation,13,2019-02-04,BeforeEPR
W808747,Doctor,Updating Notes,2,2022-03-22,AfterEPR
W915649,Nurse,Ordering Tests,3,2023-11-11,AfterEPR
W230612,Doctor,Documentation,6,2023-09-21,AfterEPR
W953504,Doctor,Updating Notes,4,2018-03-15,BeforeEPR
W959189,Nurse,Updating Notes,2,2022-06-10,AfterEPR
W343243,Doctor,Ordering Tests,2,2023-08-13,AfterEPR
W202112,Doctor,Updating Notes,3,2024-10-24,AfterEPR
W544626,Nurse,Updating Notes,4,2018-06-19,BeforeEPR
W544472,Doctor,Updating Notes,4,2020-10-22,BeforeEPR
W749356,Nurse,Ordering Tests,6,2019-09-25,BeforeEPR
W184884,Nurse,Updating Notes,3,2022-04-22,AfterEPR
W683156,Nurse,Ordering Tests,2,2022-04-18,AfterEPR
W518745,Doctor,Updating Notes,2,2022-09-18,AfterEPR
W861135,Doctor,Discharge Summary,15,2018-09-20,BeforeEPR
W344183,Doctor,Discharge Summary,7,2023-02-08,AfterEPR
W455014,Doctor,Documentation,14,2021-09-19,BeforeEPR
W245589,Admin,Discharge Summary,9,2023-05-01,AfterEPR
W293498,Doctor,Documentation,11,2020-05-02,BeforeEPR
W219059,Doctor,Ordering Tests,2,2022-03-14,AfterEPR
W403213,Admin,Ordering Tests,3,2022-09-14,AfterEPR
W301178,Nurse,Ordering Tests,5,2021-12-27,BeforeEPR
W613879,Doctor,Documentation,7,2024-08-16,AfterEPR
W777856,Admin,Updating Notes,2,2022-08-07,AfterEPR
W281378,Doctor,Documentation,6,2023-12-21,AfterEPR
W782176,Admin,Ordering Tests,2,2023-05-20,AfterEPR
W635258,Nurse,Discharge Summary,9,2022-01-08,AfterEPR
W646995,Doctor,Ordering Tests,2,2024-02-05,AfterEPR
W802851,Doctor,Updating Notes,4,2018-11-02,BeforeEPR
W874552,Doctor,Ordering Tests,7,2021-01-15,BeforeEPR
W865224,Doctor,Updating Notes,4,2020-06-14,BeforeEPR
W105319,Nurse,Ordering Tests,1,2023-03-12,AfterEPR
W962806,Admin,Discharge Summary,17,2020-09-23,BeforeEPR
W256209,Nurse,Discharge Summary,17,2020-02-05,BeforeEPR
W302333,Admin,Ordering Tests,3,2024-10-20,AfterEPR
W506209,Nurse,Discharge Summary,13,2018-04-17,BeforeEPR
W930178,Admin,Updating Notes,3,2022-03-07,AfterEPR
W832826,Doctor,Discharge Summary,11,2023-03-14,AfterEPR
W317212,Admin,Discharge Summary,16,2019-07-14,BeforeEPR
W345736,Admin,Discharge Summary,18,2020-06-12,BeforeEPR
W443355,Admin,Documentation,10,2018-08-14,BeforeEPR
W867121,Nurse,Discharge Summary,12,2024-07-01,AfterEPR
W505493,Admin,Documentation,7,2024-05-20,AfterEPR
W841961,Doctor,Updating Notes,2,2023-11-06,AfterEPR
W865555,Doctor,Documentation,8,2021-10-11,BeforeEPR
W841671,Doctor,Updating Notes,2,2022-03-07,AfterEPR
W272468,Doctor,Ordering Tests,6,2020-09-19,BeforeEPR
W514924,Admin,Discharge Summary,11,2024-08-01,AfterEPR
W215337,Nurse,Ordering Tests,2,2024-06-09,AfterEPR
W120875,Nurse,Ordering Tests,5,2019-07-04,BeforeEPR
W699877,Admin,Documentation,14,2018-10-17,BeforeEPR
W596582,Doctor,Updating Notes,4,2018-07-06,BeforeEPR
W700407,Doctor,Updating Notes,2,2023-06-09,AfterEPR
W369663,Admin,Updating Notes,3,2022-09-08,AfterEPR
W120413,Nurse,Updating Notes,2,2022-01-13,AfterEPR
W790538,Admin,Ordering Tests,3,2023-02-18,AfterEPR
W438697,Nurse,Ordering Tests,2,2024-06-13,AfterEPR
W373614,Doctor,Ordering Tests,4,2019-06-12,BeforeEPR
W181165,Nurse,Updating Notes,5,2020-05-12,BeforeEPR
W407147,Admin,Ordering Tests,5,2021-05-19,BeforeEPR
W302918,Doctor,Updating Notes,4,2020-08-05,BeforeEPR
W942959,Admin,Discharge Summary,12,2021-04-07,BeforeEPR
W144214,Admin,Discharge Summary,10,2023-06-20,AfterEPR
W646228,Doctor,Documentation,12,2021-09-06,BeforeEPR
W644541,Admin,Discharge Summary,11,2021-10-25,BeforeEPR
W538690,Admin,Discharge Summary,20,2019-02-27,BeforeEPR
W503250,Doctor,Ordering Tests,5,2018-03-06,BeforeEPR
W806430,Doctor,Ordering Tests,7,2020-04-02,BeforeEPR
W205679,Nurse,Ordering Tests,2,2023-11-25,AfterEPR
W412496,Admin,Documentation,11,2018-11-04,BeforeEPR
W869098,Nurse,Documentation,13,2018-03-17,BeforeEPR
W575462,Admin,Ordering Tests,3,2022-03-19,AfterEPR
W411444,Admin,Ordering Tests,5,2020-05-08,BeforeEPR
W585059,Admin,Updating Notes,2,2024-10-13,AfterEPR
W436957,Admin,Ordering Tests,5,2018-01-11,BeforeEPR
W937816,Admin,Updating Notes,5,2020-01-02,BeforeEPR
W643297,Doctor,Documentation,7,2021-10-13,BeforeEPR
W507738,Doctor,Documentation,12,2018-03-11,BeforeEPR
W362656,Doctor,Documentation,6,2024-07-05,AfterEPR
W195831,Nurse,Updating Notes,2,2023-03-16,AfterEPR
W626673,Doctor,Updating Notes,4,2018-09-27,BeforeEPR
W115426,Doctor,Discharge Summary,15,2021-04-14,BeforeEPR
W957674,Nurse,Discharge Summary,16,2020-10-14,BeforeEPR
W283699,Doctor,Updating Notes,2,2022-03-18,AfterEPR
W851768,Nurse,Discharge Summary,12,2020-07-27,BeforeEPR
W286208,Admin,Ordering Tests,5,2019-10-27,BeforeEPR
W413020,Nurse,Documentation,9,2020-05-26,BeforeEPR
W805647,Admin,Documentation,7,2024-06-09,AfterEPR
W858392,Nurse,Documentation,12,2018-04-27,BeforeEPR
W746051,Doctor,Discharge Summary,9,2023-05-19,AfterEPR
W386718,Doctor,Updating Notes,4,2021-03-24,BeforeEPR
W124404,Doctor,Discharge Summary,11,2024-04-22,AfterEPR
W813221,Nurse,Documentation,9,2018-04-05,BeforeEPR
W709167,Admin,Documentation,15,2020-08-01,BeforeEPR
W682152,Doctor,Updating Notes,5,2020-09-05,BeforeEPR
W797837,Nurse,Ordering Tests,6,2020-07-18,BeforeEPR
W833155,Admin,Documentation,7,2024-01-17,AfterEPR
W472389,Doctor,Updating Notes,4,2021-06-04,BeforeEPR
W587153,Nurse,Updating Notes,5,2019-08-05,BeforeEPR
W675732,Doctor,Documentation,5,2023-10-24,AfterEPR
W543965,Admin,Updating Notes,2,2023-01-17,AfterEPR
W442198,Doctor,Documentation,7,2022-12-13,AfterEPR
W345894,Doctor,Updating Notes,6,2020-03-22,BeforeEPR
W375464,Nurse,Documentation,7,2024-02-04,AfterEPR
W941827,Admin,Updating Notes,5,2020-01-17,BeforeEPR
W188273,Nurse,Discharge Summary,10,2023-01-04,AfterEPR
W311843,Nurse,Updating Notes,5,2021-05-26,BeforeEPR
W990280,Doctor,Discharge Summary,11,2022-02-15,AfterEPR
W755107,Doctor,Updating Notes,5,2021-05-10,BeforeEPR
W870756,Nurse,Documentation,6,2024-07-06,AfterEPR
W591252,Admin,Discharge Summary,9,2024-08-23,AfterEPR
W920210,Doctor,Updating Notes,4,2019-04-08,BeforeEPR
W696628,Nurse,Updating Notes,2,2023-05-19,AfterEPR
W560928,Nurse,Updating Notes,3,2022-09-09,AfterEPR
W867454,Nurse,Discharge Summary,12,2022-12-01,AfterEPR
W109738,Admin,Discharge Summary,10,2024-01-02,AfterEPR
W107337,Doctor,Ordering Tests,5,2020-04-05,BeforeEPR
W856748,Admin,Documentation,7,2022-01-01,AfterEPR
W622312,Nurse,Documentation,10,2019-09-14,BeforeEPR
W393135,Admin,Ordering Tests,2,2022-06-13,AfterEPR
W645377,Doctor,Discharge Summary,11,2022-09-20,AfterEPR
W344164,Admin,Documentation,6,2024-09-15,AfterEPR
W395898,Admin,Ordering Tests,4,2020-06-21,BeforeEPR
W834052,Doctor,Updating Notes,2,2021-12-18,BeforeEPR
W965178,Admin,Documentation,15,2018-12-15,BeforeEPR
W815608,Doctor,Updating Notes,2,2023-03-18,AfterEPR
W341391,Admin,Updating Notes,3,2023-09-21,AfterEPR
W454646,Nurse,Discharge Summary,14,2018-07-03,BeforeEPR
W568078,Admin,Ordering Tests,6,2020-10-01,BeforeEPR
W921534,Nurse,Updating Notes,2,2023-12-06,AfterEPR
W760384,Doctor,Ordering Tests,3,2022-05-08,AfterEPR
W250934,Doctor,Updating Notes,5,2018-02-26,BeforeEPR
W174799,Admin,Documentation,13,2021-02-20,BeforeEPR
W180624,Admin,Documentation,8,2021-03-04,BeforeEPR
W187581,Admin,Discharge Summary,12,2022-03-19,AfterEPR
W282717,Admin,Ordering Tests,3,2023-11-17,AfterEPR
W208314,Doctor,Updating Notes,2,2022-05-17,AfterEPR
W212420,Doctor,Documentation,5,2022-08-13,AfterEPR
W790427,Admin,Documentation,7,2023-04-08,AfterEPR
W716183,Admin,Discharge Summary,9,2024-02-26,AfterEPR
W270804,Nurse,Documentation,10,2019-09-18,BeforeEPR
W951781,Doctor,Discharge Summary,9,2024-02-21,AfterEPR
W288252,Admin,Documentation,9,2018-10-20,BeforeEPR
W214702,Nurse,Ordering Tests,5,2019-11-15,BeforeEPR
W618235,Doctor,Documentation,10,2018-03-08,BeforeEPR
W715730,Doctor,Discharge Summary,10,2022-10-01,AfterEPR
W446837,Doctor,Documentation,6,2024-03-23,AfterEPR
W757913,Nurse,Updating Notes,2,2024-03-23,AfterEPR
W864368,Admin,Discharge Summary,16,2021-05-06,BeforeEPR
W807189,Nurse,Discharge Summary,7,2022-05-12,AfterEPR
W850316,Admin,Ordering Tests,2,2024-01-16,AfterEPR
W317193,Doctor,Discharge Summary,9,2022-04-08,AfterEPR
W920173,Doctor,Discharge Summary,16,2021-02-10,BeforeEPR
W843444,Admin,Ordering Tests,3,2022-03-14,AfterEPR
W248786,Doctor,Discharge Summary,11,2024-12-18,AfterEPR
W609835,Nurse,Updating Notes,5,2018-10-24,BeforeEPR
W558368,Admin,Discharge Summary,10,2022-01-25,AfterEPR
W410667,Nurse,Updating Notes,4,2021-03-24,BeforeEPR
W718548,Doctor,Ordering Tests,3,2022-12-11,AfterEPR
W674973,Doctor,Documentation,9,2021-05-11,BeforeEPR
W316275,Doctor,Updating Notes,3,2024-04-06,AfterEPR
W765578,Admin,Documentation,8,2023-03-24,AfterEPR
W410482,Admin,Updating Notes,3,2024-08-21,AfterEPR
W768744,Doctor,Ordering Tests,2,2022-07-02,AfterEPR
W368076,Doctor,Discharge Summary,9,2022-10-03,AfterEPR
W110926,Admin,Updating Notes,5,2020-03-08,BeforeEPR
W920185,Admin,Ordering Tests,2,2023-02-05,AfterEPR
W848661,Admin,Updating Notes,2,2022-10-05,AfterEPR
W388979,Admin,Ordering Tests,4,2019-07-22,BeforeEPR
W114787,Doctor,Updating Notes,2,2024-07-24,AfterEPR
W380231,Admin,Updating Notes,5,2018-12-13,BeforeEPR
W683193,Doctor,Documentation,5,2022-02-13,AfterEPR
W746501,Doctor,Discharge Summary,10,2023-02-23,AfterEPR
W473000,Doctor,Documentation,4,2022-08-27,AfterEPR
W601266,Doctor,Updating Notes,5,2021-06-26,BeforeEPR
W793318,Admin,Ordering Tests,7,2021-09-08,BeforeEPR
W978158,Nurse,Documentation,7,2023-01-24,AfterEPR
W631513,Admin,Documentation,11,2018-09-10,BeforeEPR
W611217,Admin,Updating Notes,2,2024-06-10,AfterEPR
W724338,Nurse,Documentation,8,2022-10-09,AfterEPR
W954509,Doctor,Discharge Summary,10,2018-08-03,BeforeEPR
W595251,Admin,Documentation,13,2021-10-26,BeforeEPR
W422456,Nurse,Updating Notes,3,2023-03-01,AfterEPR
W305533,Nurse,Updating Notes,2,2023-04-23,AfterEPR
W782295,Admin,Ordering Tests,6,2020-03-23,BeforeEPR
W905003,Nurse,Updating Notes,3,2024-08-22,AfterEPR
W191629,Admin,Discharge Summary,14,2019-04-14,BeforeEPR
W433905,Doctor,Updating Notes,5,2019-03-19,BeforeEPR
W992520,Admin,Discharge Summary,9,2022-07-25,AfterEPR
W766726,Doctor,Documentation,8,2022-12-14,AfterEPR
W572693,Admin,Ordering Tests,3,2024-05-21,AfterEPR
W129187,Admin,Documentation,15,2021-02-13,BeforeEPR
W463485,Doctor,Discharge Summary,11,2023-08-01,AfterEPR
W185392,Admin,Documentation,7,2023-11-25,AfterEPR
W963515,Doctor,Documentation,14,2021-03-09,BeforeEPR
W451806,Admin,Updating Notes,4,2021-03-20,BeforeEPR
W321768,Doctor,Documentation,5,2023-11-03,AfterEPR
W312104,Admin,Discharge Summary,8,2022-07-05,AfterEPR
W573111,Admin,Discharge Summary,7,2023-07-12,AfterEPR
W955223,Nurse,Discharge Summary,9,2024-07-05,AfterEPR
W372644,Doctor,Documentation,5,2024-06-02,AfterEPR
W968569,Nurse,Updating Notes,5,2021-12-21,BeforeEPR
W953789,Nurse,Documentation,7,2023-04-26,AfterEPR
W137334,Doctor,Documentation,7,2022-04-01,AfterEPR
W983542,Doctor,Discharge Summary,11,2020-12-08,BeforeEPR
W599544,Admin,Discharge Summary,10,2024-05-06,AfterEPR
W798459,Admin,Documentation,6,2024-03-08,AfterEPR
W195130,Nurse,Documentation,12,2021-03-11,BeforeEPR
W708216,Nurse,Discharge Summary,12,2023-06-15,AfterEPR
W764052,Admin,Ordering Tests,3,2024-10-27,AfterEPR
W976011,Nurse,Discharge Summary,11,2020-09-21,BeforeEPR
W649363,Admin,Documentation,7,2022-12-05,AfterEPR
W634826,Admin,Documentation,6,2023-08-15,AfterEPR
W363837,Doctor,Documentation,7,2023-09-24,AfterEPR
W977978,Doctor,Ordering Tests,4,2018-07-12,BeforeEPR
W860507,Doctor,Discharge Summary,9,2024-05-27,AfterEPR
W348079,Admin,Discharge Summary,17,2019-08-21,BeforeEPR
W735327,Nurse,Updating Notes,5,2018-11-20,BeforeEPR
W935553,Admin,Updating Notes,4,2019-03-21,BeforeEPR
W614450,Doctor,Ordering Tests,3,2022-11-25,AfterEPR
W805923,Nurse,Documentation,5,2022-04-14,AfterEPR
W296657,Doctor,Ordering Tests,3,2023-11-24,AfterEPR
W258125,Nurse,Documentation,6,2023-06-13,AfterEPR
W543127,Nurse,Documentation,7,2024-07-06,AfterEPR
W371042,Nurse,Discharge Summary,10,2023-05-20,AfterEPR
W118941,Nurse,Ordering Tests,6,2019-09-22,BeforeEPR
W107392,Nurse,Documentation,7,2022-05-24,AfterEPR
W873875,Admin,Discharge Summary,15,2018-05-16,BeforeEPR
W867863,Admin,Documentation,7,2023-12-02,AfterEPR
W116621,Nurse,Ordering Tests,5,2018-11-04,BeforeEPR
W821578,Nurse,Documentation,7,2018-03-06,BeforeEPR
W528987,Nurse,Documentation,7,2024-06-09,AfterEPR
W489471,Doctor,Ordering Tests,6,2019-02-12,BeforeEPR
W629768,Doctor,Updating Notes,2,2024-01-20,AfterEPR
W282844,Doctor,Discharge Summary,18,2018-07-06,BeforeEPR
W916008,Doctor,Documentation,12,2018-10-14,BeforeEPR
W529340,Nurse,Updating Notes,4,2020-04-02,BeforeEPR
W231284,Nurse,Ordering Tests,4,2021-06-02,BeforeEPR
